code,family,series,texture,structure,depth_upper,depth_lower,horizon,depth_gwater,location,site_ID,annual_rain,avetemp_jan,avetemp_jul,date,publication_ID,keyword,contact_person_ID,rating,rated_by
2283,"fine, montmorillonitic, mesic, Aridic Paleustoll",Weld,sandy loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2290,,Valentine,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,31.0,"Soltrol ""C"", vertical, undisturbed",27.0,7.0,Lorentz
2291,,Valentine,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,31.0,"Soltrol ""C"", horizontal, undisturbed",27.0,7.0,Lorentz
2292,,Valentine,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,31.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2293,,Valentine,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,31.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2300,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", vertical, undisturbed",27.0,7.0,Lorentz
2301,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", horizontal, undisturbed",27.0,7.0,Lorentz
2302,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", vertical, undisturbed",27.0,7.0,Lorentz
2303,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", horizontal, undisturbed",27.0,7.0,Lorentz
2304,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", vertical, undisturbed",27.0,7.0,Lorentz
2305,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", horizontal, undisturbed",27.0,7.0,Lorentz
2306,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2307,,Cass,sandy loam,,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2310,,ETH Sand,sand,,,,,,,,,,,,32.0,"hysteresis, disturbed",28.0,8.0,Stauffer
2320,Gleyic Cambisol (FAO),Hasenholz,loam,crumbly,0.0,30.0,Ap,125.0,"Hasenholz, Germany","Diluvium, Kreis Strausberg (Brandenburg)",60.0,-0.6,17.8,May-87,33.0,undisturbed,29.0,,
2321,Gleyic Cambisol (FAO),Hasenholz,loam,polyhedron,30.0,60.0,Sg,125.0,"Hasenholz, Germany","Diluvium, Kreis Strausberg (Brandenburg)",60.0,-0.6,17.8,May-87,33.0,undisturbed,29.0,,
2330,Eutric Histosol (FAO),Ziethenhorst,,humified peat,0.0,10.0,Hn,80.0,"Ziethenhorst, Germany",Rhinluch (Brandenburg),50.0,-0.6,17.8,Sep-88,33.0,"peat, undisturbed",29.0,,
2331,Eutric Histosol (FAO),Ziethenhorst,,crumbly peat,10.0,30.0,Hn,80.0,"Ziethenhorst, Germany",Rhinluch (Brandenburg),50.0,-0.6,17.8,Sep-88,33.0,"peat, undisturbed",29.0,,
2332,Eutric Histosol (FAO),Ziethenhorst,,muddy peat,30.0,50.0,Hnc(F),80.0,"Ziethenhorst, Germany",Rhinluch (Brandenburg),50.0,-0.6,17.8,Sep-88,33.0,"peat, undisturbed",29.0,,
2333,Eutric Histosol (FAO),Ziethenhorst,,peat,50.0,70.0,Hnc,80.0,"Ziethenhorst, Germany",Rhinluch (Brandenburg),50.0,-0.6,17.8,Sep-88,33.0,"peat, undisturbed",29.0,,
2334,Eutric Histosol (FAO),Ziethenhorst,sand,granular,90.0,110.0,Gr,80.0,"Ziethenhorst, Germany",Rhinluch (Brandenburg),50.0,-0.6,17.8,Sep-88,33.0,"peat, undisturbed",29.0,,
2340,Eutric Fluvisol (FAO),Schoenhausen,clay,small polyhedron (Feinpolyeder),20.0,40.0,Ah,100.0,"Schoenhausen, Germany",Elbaue Alluvium (Sachsen Anhalt),50.0,-0.6,17.8,Dec-79,33.0,undisturbed,29.0,,
2341,Eutric Fluvisol (FAO),Schoenhausen,sandy clay loam,polyhedron (Polyeder),40.0,65.0,Go,100.0,"Schoenhausen, Germany",Elbaue Alluvium (Sachsen Anhalt),50.0,-0.6,17.8,Dec-79,33.0,undisturbed,29.0,,
2342,Eutric Fluvisol (FAO),Schoenhausen,sand,granular,65.0,85.0,Gor,100.0,"Schoenhausen, Germany",Elbaue Alluvium (Sachsen Anhalt),50.0,-0.6,17.8,Dec-79,33.0,undisturbed,29.0,,
2350,Eutric Fluvisol (FAO),Memleben,silty clay,large polyeder,35.0,45.0,Go,80.0,"Memleben, Germany",Unstrutaue Alluvium (Thueringen),55.0,-0.6,17.8,May-83,33.0,undisturbed,29.0,,
2351,Eutric Fluvisol (FAO),Memleben,silt loam,coherent,45.0,80.0,Go,80.0,"Memleben, Germany",Unstrutaue Alluvium (Thueringen),55.0,-0.6,17.8,May-83,33.0,undisturbed,29.0,,
2360,Eutric Fluvisol (FAO),Seelow,clay,crumbly,0.0,30.0,Ap,120.0,"Seelow, Germany",Oderbruch Alluvium (Brandenburg),51.0,-0.6,17.8,Jul-77,33.0,undisturbed,29.0,,
2361,Eutric Fluvisol (FAO),Seelow,clay,polyeder,30.0,60.0,Go,120.0,"Seelow, Germany",Oderbruch Alluvium (Brandenburg),51.0,-0.6,17.8,May-77,33.0,undisturbed,29.0,,
2362,Eutric Fluvisol (FAO),Seelow,clay,polyeder,60.0,90.0,Gor,120.0,"Seelow, Germany",Oderbruch Alluvium (Brandenburg),51.0,-0.6,17.8,Jul-77,33.0,undisturbed,29.0,,
2370,"fine-loamy, mixed, frigid Pachic Haplaboroll",Dickey I,sandy clay loam,,0.0,15.0,A,,"Dickey County, ND, USA","Site #1, SE 1/4, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2371,"fine-loamy, mixed, frigid Pachic Haplaboroll",Dickey I,sandy clay loam,,15.0,30.0,A,,"Dickey County, ND, USA","Site #1, SE 1/4, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2372,"fine-loamy, mixed, frigid Pachic Haplaboroll",Dickey I,sandy clay loam,,30.0,61.0,B,,"Dickey County, ND, USA","Site #1, SE 1/4, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2373,"fine-loamy, mixed, frigid Pachic Haplaboroll",Dickey I,sandy loam,,61.0,91.0,C,,"Dickey County, ND, USA","Site #1, SE 1/4, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2374,"fine-loamy, mixed, frigid Pachic Haplaboroll",Dickey I,sandy loam,,91.0,152.0,C,,"Dickey County, ND, USA","Site #1, SE 1/4, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2380,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Embden,sandy loam,,0.0,15.0,A,,"Cass County, ND, USA","Site #2, center of S 14, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2381,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Embden,sandy loam,,15.0,30.0,A,,"Cass County, ND, USA","Site #2, center of S 14, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2382,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Embden,sandy loam,,30.0,61.0,B,,"Cass County, ND, USA","Site #2, center of S 14, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2383,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Embden,sandy loam,,61.0,91.0,B,,"Cass County, ND, USA","Site #2, center of S 14, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2384,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Embden,sand,,91.0,122.0,C,,"Cass County, ND, USA","Site #2, center of S 14, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2385,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Embden,sand,,122.0,152.0,C,,"Cass County, ND, USA","Site #2, center of S 14, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2390,"coarse-loamy, mix, frigid Pachic Udic Haplaboroll",Emrick,clay loam,,0.0,15.0,A,,"Foster County, ND, USA","Site #3, NE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2391,"coarse-loamy, mix, frigid Pachic Udic Haplaboroll",Emrick,clay loam,,15.0,30.0,A,,"Foster County, ND, USA","Site #3, NE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2392,"coarse-loamy, mix, frigid Pachic Udic Haplaboroll",Emrick,clay loam,,30.0,61.0,B,,"Foster County, ND, USA","Site #3, NE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2393,"coarse-loamy, mix, frigid Pachic Udic Haplaboroll",Emrick,clay loam,,61.0,91.0,Cca,,"Foster County, ND, USA","Site #3, NE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2394,"coarse-loamy, mix, frigid Pachic Udic Haplaboroll",Emrick,sandy clay loam,,91.0,122.0,C,,"Foster County, ND, USA","Site #3, NE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2395,"coarse-loamy, mix, frigid Pachic Udic Haplaboroll",Emrick,sandy clay loam,,122.0,152.0,C,,"Foster County, ND, USA","Site #3, NE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2400,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Gardena loam,loam,,0.0,15.0,A,,"Cass County, ND, USA","Site #5, NE 1/4, S 23, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2401,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Gardena loam,loam,,15.0,30.0,A,,"Cass County, ND, USA","Site #5, NE 1/4, S 23, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2402,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Gardena loam,loam,,30.0,61.0,B,,"Cass County, ND, USA","Site #5, NE 1/4, S 23, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2403,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Gardena loam,sandy loam,,61.0,91.0,Cca,,"Cass County, ND, USA","Site #5, NE 1/4, S 23, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2404,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Gardena loam,silt loam,,91.0,122.0,C,,"Cass County, ND, USA","Site #5, NE 1/4, S 23, T 137N, R54W",,,,,34.0,undisturbed,4.0,,
2405,"coarse-loamy, mixed, frigid Pachic Haplaboroll",Gardena loam,silt loam,,122.0,152.0,C,,"Cass County, ND, USA","Site #5, NE 1/4, S 23, T 137N, R 54W",,,,,34.0,undisturbed,4.0,,
2410,"coarse-silty, mixed, frigid Aeric Calciaquoll",Glyndon very fine sandy loam,sandy loam,,0.0,15.0,A,,"Cass County, ND, USA","Site #6, NE 1/4, S 16, T 142N, R 52W",,,,,34.0,undisturbed,4.0,,
2411,"coarse-silty, mixed, frigid Aeric Calciaquoll",Glyndon very fine sandy loam,sandy clay loam,,15.0,30.0,A,,"Cass County, ND, USA","Site #6, NE 1/4, S 16, T 142N, R 52W",,,,,34.0,undisturbed,4.0,,
2412,"coarse-silty, mixed, frigid Aeric Calciaquoll",Glyndon very fine sandy loam,sandy clay loam,,30.0,61.0,Cca,,"Cass County, ND, USA","Site #6, NE 1/4, S 16, T 142N, R 52W",,,,,34.0,undisturbed,4.0,,
2413,"coarse-silty, mixed, frigid Aeric Calciaquoll",Glyndon very fine sandy loam,sandy loam,,61.0,91.0,C,,"Cass County, ND, USA","Site #6, NE 1/4, S 16, T 142N, R 52W",,,,,34.0,undisturbed,4.0,,
2414,"coarse-silty, mixed, frigid Aeric Calciaquoll",Glyndon very fine sandy loam,sandy loam,,91.0,122.0,C,,"Cass County, ND, USA","Site #6, NE 1/4, S 16, T 142N, R 52W",,,,,34.0,undisturbed,4.0,,
2415,"coarse-silty, mixed, frigid Aeric Calciaquoll",Glyndon very fine sandy loam,sandy loam,,122.0,152.0,C,,"Cass County, ND, USA","Site #6, NE 1/4, S 16, T 142N, R 52W",,,,,34.0,undisturbed,4.0,,
2420,"sandy, mixed frigid Pachic Haplaboroll",Hecla,loamy sand,,0.0,15.0,A,,"Cass County, ND, USA","Site #7, SW 1/4, S 16, T 143N, R 53W",,,,,34.0,undisturbed,4.0,,
2421,"sandy, mixed frigid Pachic Haplaboroll",Hecla,loamy sand,,15.0,30.0,A,,"Cass County, ND, USA","Site #7, SW 1/4, S 16, T 143N, R 53W",,,,,34.0,undisturbed,4.0,,
2422,"sandy, mixed frigid Pachic Haplaboroll",Hecla,loamy sand,,30.0,61.0,B,,"Cass County, ND, USA","Site #7, SW 1/4, S 16, T 143N, R 53W",,,,,34.0,undisturbed,4.0,,
2423,"sandy, mixed frigid Pachic Haplaboroll",Hecla,sand,,61.0,91.0,C,,"Cass County, ND, USA","Site #7, SW 1/4, S 16, T 143N, R 53W",,,,,34.0,undisturbed,4.0,,
2424,"sandy, mixed frigid Pachic Haplaboroll",Hecla,sand,,91.0,122.0,C,,"Cass County, ND, USA","Site #7, SW 1/4, S 16, T 143N, R 53W",,,,,34.0,undisturbed,4.0,,
2425,"sandy, mixed frigid Pachic Haplaboroll",Hecla,sand,,122.0,152.0,C,,"Cass County, ND, USA","Site #7, SW 1/4, S 16, T 143N, R 53W",,,,,34.0,undisturbed,4.0,,
2430,"coarse-loamy, mixed, frigid Udic Haplaboroll",Heimdal,clay loam,,0.0,15.0,A,,"Foster County, ND, USA","Site #8, SE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2431,"coarse-loamy, mixed, frigid Udic Haplaboroll",Heimdal,clay loam,,15.0,30.0,B,,"Foster County, ND, USA","Site #8, SE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2432,"coarse-loamy, mixed, frigid Udic Haplaboroll",Heimdal,clay,,30.0,61.0,Cca,,"Foster County, ND, USA","Site #8, SE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2433,"coarse-loamy, mixed, frigid Udic Haplaboroll",Heimdal,clay loam,,61.0,92.0,C,,"Foster County, ND, USA","Site #8, SE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2434,"coarse-loamy, mixed, frigid Udic Haplaboroll",Heimdal,sandy clay loam,,92.0,122.0,C,,"Foster County, ND, USA","Site #8, SE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2435,"coarse-loamy, mixed, frigid Udic Haplaboroll",Heimdal,sandy clay loam,,122.0,152.0,C,,"Foster County, ND, USA","Site #8, SE 1/4, S 31, T 147N, R 66W",,,,,34.0,undisturbed,4.0,,
2440,"sandy, mixed, frigid Udorthentic Haplaboroll",Dickey II,sandy loam,,0.0,15.0,A,,"Dickey County, ND, USA","Site #10, SE corner, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2441,"sandy, mixed, frigid Udorthentic Haplaboroll",Dickey II,sandy loam,,15.0,30.0,A,,"Dickey County, ND, USA","Site #10, SE corner, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2442,"sandy, mixed, frigid Udorthentic Haplaboroll",Dickey II,sandy loam,,30.0,61.0,B,,"Dickey County, ND, USA","Site #10, SE corner, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2443,"sandy, mixed, frigid Udorthentic Haplaboroll",Dickey II,loamy sand,,61.0,91.0,C,,"Dickey County, ND, USA","Site #10, SE corner, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2444,"sandy, mixed, frigid Udorthentic Haplaboroll",Dickey II,loamy sand,,91.0,122.0,C,,"Dickey County, ND, USA","Site #10, SE corner, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2445,"sandy, mixed, frigid Udorthentic Haplaboroll",Dickey II,loamy sand,,122.0,152.0,C,,"Dickey County, ND, USA","Site #10, SE corner, S 17, T 130N, R 57W",,,,,34.0,undisturbed,4.0,,
2450,"fine-loamy, mixed frigid Cumulic Haplaboroll",Svea,loam,,0.0,15.0,A,,"Cavalier County, ND, USA","Site #11, NW 1/4, S 19, T 161N, R 59W",,,,,34.0,undisturbed,4.0,,
2451,"fine-loamy, mixed frigid Cumulic Haplaboroll",Svea,sandy loam,,15.0,30.0,A,,"Cavalier County, ND, USA","Site #11, NW 1/4, S 19, T 161N, R 59W",,,,,34.0,undisturbed,4.0,,
2452,"fine-loamy, mixed frigid Cumulic Haplaboroll",Svea,sandy clay loam,,30.0,61.0,B,,"Cavalier County, ND, USA","Site #11, NW 1/4, S 19, T 161N, R 59W",,,,,34.0,undisturbed,4.0,,
2453,"fine-loamy, mixed frigid Cumulic Haplaboroll",Svea,sandy clay loam,,61.0,91.0,Cca,,"Cavalier County, ND, USA","Site #11, NW 1/4, S 19, T 161N, R 59W",,,,,34.0,undisturbed,4.0,,
2454,"fine-loamy, mixed frigid Cumulic Haplaboroll",Svea,sandy loam,,91.0,122.0,C,,"Cavalier County, ND, USA","Site #11, NW 1/4, S 19, T 161N, R 59W",,,,,34.0,undisturbed,4.0,,
2455,"fine-loamy, mixed frigid Cumulic Haplaboroll",Svea,sandy loam,,122.0,152.0,C,,"Cavalier County, ND, USA","Site #11, NW 1/4, S 19, T 161N, R 59W",,,,,34.0,undisturbed,4.0,,
2460,,Terra-fusca Rendzina,silty clay,crumb,1.0,6.0,Ah,,"Goettingen, Germany","Mackenroeder Spitze 1, Goettinger Wald",81.3,0.0,16.5,1983-85,35.0,undisturbed,30.0,8.0,Gerke
2461,,Terra-fusca Rendzina,silty clay,crumb polyeder,8.0,13.0,AhBv,,"Goettingen, Germany","Mackenroeder Spitze 1, Goettinger Wald",81.3,0.0,16.5,1983-85,35.0,undisturbed,30.0,8.0,Gerke
2462,,Terra-fusca Rendzina,silty clay,polyeder,15.0,20.0,Bv,,"Goettingen, Germany","Mackenroede Spitze 1, Goettinger Wald",81.3,0.0,16.5,1983-85,35.0,undisturbed,30.0,8.0,Gerke
2463,,Terra-fusca Rendzina,silty clay loam,polyeder plates,30.0,60.0,BvCv,,"Goettingen, Germany","Mackenroeder Spitze 1, Goettinger Wald",81.3,0.0,16.5,1983-85,35.0,undisturbed,30.0,8.0,Gerke
2464,,Terra-fusca Rendzina,silty loam,platey,60.0,90.0,Cv,,"Goettingen, Germany","Mackenroeder Spitze 1, Goettinger Wald",81.3,0.0,16.5,1983-85,35.0,undisturbed,30.0,8.0,Gerke
2470,,Terra-fusca Rendzina,silty clay,crumb,1.0,6.0,Ah,,"Goettingen, Germany","Mackenroeder Spitze 2, Goettinger Wald",81.3,0.0,16.5,1981-82,35.0,undisturbed,30.0,7.0,Gerke
2471,,Terra-fusca Rendzina,silty clay,crumb polyeder,6.0,11.0,AhBv,,"Goettingen, Germany","Mackenroeder Spitze 2, Goettinger Wald",81.3,0.0,16.5,1981-82,35.0,undisturbed,30.0,7.0,Gerke
2472,,Terra-fusca Rendzina,silty clay,polyeder,12.0,17.0,Bv,,"Goettingen, Germany","Mackenroeder Spitze 2, Goettinger Wald",81.3,0.0,16.5,1981-82,35.0,undisturbed,30.0,7.0,Gerke
2480,Volcanoclastic Psamments,Ponticelli,loamy sand,,0.0,30.0,,400.0,"Ponticelli (Naples), Italy",Experimental farm,95.0,10.200000000000001,26.400000000000002,Jun-88,36.0,undisturbed,31.0,5.0,Ciollara & Comegna
2481,Volcanoclastic Psamments,Ponticelli,loamy sand,,30.0,60.0,,400.0,"Ponticelli (Naples), Italy",Experimental farm,95.0,10.200000000000001,26.400000000000002,Jun-88,36.0,undisturbed,31.0,5.0,Ciollara & Comegna
2482,,Ponticelli,loamy sand,,60.0,105.0,,400.0,"Ponticelli (Naples), Italy",Experimental farm,95.0,10.200000000000001,26.400000000000002,Jun-88,36.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2483,,Ponticelli,sand,,105.0,135.0,,400.0,"Ponticelli (Naples), Italy",Experimental farm,95.0,10.200000000000001,26.400000000000002,Jun-88,36.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2491,"silty-loam, calcareous, Vertic Xerofluvent",Policoro,silt loam,subangular coarse angular polyeders,20.0,35.0,Ap2,200.0,"Policoro (Matera), Italy","Pantanelli experimental farm, POL 34-85",55.5,8.0,26.0,Jul-86,37.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2492,"silty-loam, calcareous, Vertic Xerofluvent",Policoro,silt loam,subangular coarse angular polyeders,20.0,35.0,Apz,200.0,"Policoro (Matera), Italy","Pantanelli experimental farm, POL 39-86",55.5,8.0,26.0,Jul-86,37.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2493,"silty-loam, calcareous, Vertic Xerofluvent",Policoro,silt loam,subangular coarse angular polyeders,45.0,60.0,A1,200.0,"Policoro (Matera), Italy","Pantanelli experimental farm, POL 17-86",55.5,8.0,26.0,Jul-86,37.0,undisturbed,31.0,5.0,Ciollara & Comegna
2530,"loamy, calcareous, Mollic Xerofluvent",S. Ferdinando,loam,,5.0,20.0,Ap,,"S. Ferdinando (Foggia), Italy","Pit x 4, SF20",50.0,6.4,26.1,Sep-78,38.0,undisturbed,31.0,,
2531,"loamy, calcareous, Mollic Xerofluvent",S. Ferdinando,loam,,80.0,95.0,C1,,"S. Ferdinando (Foggia), Italy","Pit x 4, SF21",50.0,6.4,26.1,Sep-78,38.0,undisturbed,31.0,,
2532,"loamy, calcareous, Mollic Xerofluvent",S. Ferdinando,sandy loam,,145.0,160.0,C2,,"S. Ferdinando (Foggia), Italy","Pit x 4, SF22",50.0,6.4,26.1,Sep-78,38.0,undisturbed,31.0,,
2540,Psammentic Palexeralfs,Masseria Bozza,sand,fine moderate crumb,5.0,20.0,Ap,,"Ginosa (Taranto), Italy","Pit #10, GN23",57.4,7.7,25.1,Sep-82,39.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2541,Psammentic Palexeralfs,Masseria Bozza,sandy loam,fine moderate angular blocky,50.0,75.0,B1,,"Ginosa (Taranto), Italy","Pit #10, GN17",57.4,7.7,25.1,Sep-82,39.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2542,Psammentic Palexeralfs,Masseria Bozza,sandy clay loam,fine angular blocky,80.0,95.0,Bzt,,"Ginosa (Taranto), Italy","Pit #10, GN21",57.4,7.7,25.1,Sep-82,39.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2550,Psammentic Palexeralfs,Masseria Bozza,sandy,fine moderate crumb,5.0,20.0,Ap,,"Ginosa (Taranto), Italy","Pit #18, GN45",57.4,7.7,25.1,Sep-82,39.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2551,Psammentic Palexeralfs,Masseria Bozza,sandy loam,fine moderate angular blocky,35.0,50.0,B1,,"Ginosa (Taranto), Italy","Pit #18, GN65",57.4,7.7,25.1,Sep-82,39.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2552,Psammentic Palexeralfs,Masseria Bozza,sandy clay loam,fine angular blocky,90.0,105.0,Bzt,,"Ginosa (Taranto), Italy","Pit #18, GN25",57.4,7.7,25.1,Sep-82,39.0,undisturbed,31.0,5.0,Ciollaro & Comegna
2560,,Hard,sandy loam,,20.0,50.0,(E)B,,"Hard, Switzerland",,,,,,40.0,undisturbed,32.0,,
2561,,Hard,loamy sand,,118.0,130.0,(IIC)B,,"Hard, Switzerland",,,,,,40.0,undisturbed,32.0,,
2562,,Hard,sand,,130.0,160.0,IIIC,,"Hard, Switzerland",,,,,,40.0,undisturbed,32.0,,
2570,Typic Dystrochrept - Arenic Hapludalf,Winzlerboden,loamy sand,,0.0,20.0,Ah,,"Rheinau, Switzerland",Winzlerboden,77.7,,,5/7/1975,41.0,undisturbed,32.0,,
2571,Typic Dystrochrept - Arenic Hapludalf,Winzlerboden,loamy sand,,20.0,50.0,(E)B,,"Rheinau, Switzerland",Winzlerboden,77.7,,,5/7/1975,41.0,undisturbed,32.0,,
2572,Typic Dystrochrept - Arenic Hapludalf,Winzlerboden,sand,,50.0,70.0,Bv,,"Rheinau, Switzerland",Winzlerboden,77.7,,,5/7/1975,41.0,undisturbed,32.0,,
2573,Typic Dystrochrept - Arenic Hapludalf,Winzlerboden,sand,,70.0,90.0,"Bv,(t)",,"Rheinau, Switzerland",Winzlerboden,77.7,,,5/7/1975,41.0,undisturbed,32.0,,
2574,Typic Dystrochrept - Arenic Hapludalf,Winzlerboden,sand,,100.0,130.0,IIC,,"Rheinau, Switzerland",Winzlerboden,77.7,,,5/7/1975,41.0,undisturbed,32.0,,
2580,Typic Udifluvent,Schachen,loam,,0.0,20.0,Ah,,"Burgdorf, Switzerland",Schachen,100.8,,,2/19/1975,42.0,undisturbed,32.0,,
2581,Typic Udifluvent,Schachen,silt loam,,40.0,60.0,(B)C,,"Burgdorf, Switzerland",Schachen,100.8,,,2/19/1975,42.0,undisturbed,32.0,,
2582,Typic Udifluvent,Schachen,silt loam,,80.0,100.0,(Go)C,,"Burgdorf, Switzerland",Schachen,0.8,,,2/19/1975,42.0,undisturbed,32.0,,
2583,Typic Udifluvent,Schachen,sandy loam,,130.0,170.0,"Go,rII",,"Burgdorf, Switzerland",Schachen,100.8,,,2/19/1975,42.0,undisturbed,32.0,,
2584,Typic Udifluvent,Schachen,sand,,170.0,190.0,GrIIC,,"Burgdorf, Switzerland",Schachen,100.8,,,2/19/1975,42.0,undisturbed,32.0,,
2590,Aquic Eutrochrept,Abist,loam,,0.0,10.0,Ah,,"Marthalen, Switzerland",Abist,93.5,,,4/24/1976,43.0,undisturbed,32.0,,
2591,Aquic Eutrochrept,Abist,loam,,40.0,60.0,Bv,,"Marthalen, Switzerland",Abist,93.5,,,4/24/1976,43.0,undisturbed,32.0,,
2592,Aquic Eutrochrept,Abist,silt loam,,80.0,120.0,"Go,(r)",,"Marthalen, Switzerland",Abist,93.5,,,4/24/1976,43.0,undisturbed,32.0,,
2593,Aquic Eutrochrept,Abist,silty clay loam,,120.0,160.0,"Go,(r)",,"Marthalen, Switzerland",Abist,,,,4/24/1976,43.0,undisturbed,32.0,,
2600,,Megger-Wald,loam,,20.0,30.0,"Bv,(h)",,"Meggen, Switzerland",Megger-Wald,112.5,,,7/13/1979,44.0,undisturbed,32.0,,
2601,,Megger-Wald,loam,,30.0,50.0,Bv,,"Megger, Switzerland",Megger-Wald,112.5,,,7/13/1979,44.0,undisturbed,32.0,,
2602,,Megger-Wald,loam,,50.0,75.0,(Sw)B,,"Meggen, Switzerland",Megger-Wald,112.5,,,7/13/1979,44.0,undisturbed,32.0,,
2603,,Megger-Wald,loam,,75.0,110.0,(Sd)BC,,"Meggen, Switzerland",Megger-Wald,112.5,,,7/13/1979,44.0,undisturbed,32.0,,
2604,,Megger-Wald,loam,,110.0,150.0,(Sd)C,,"Meggen, Switzerland",Megger-Wald,112.5,,,7/13/1979,44.0,undisturbed,32.0,,
2605,,Megger-Wald,loam,,150.0,170.0,C,,"Meggen, Switzerland",Megger-Wald,112.5,,,7/13/1979,44.0,undisturbed,32.0,,
